Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Image URL
1,0,Senate Guildmage,Ravnica Allegiance,204,Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{W}{U},https://deckbox.org/system/images/mtg/cards/457348.jpg
1,0,Sengir Autocrat,Eternal Masters,105,Near Mint,English,,,,,,,,$0.00,Creature - Human,{3}{B},https://deckbox.org/system/images/mtg/cards/413647.jpg
1,0,Sengir Autocrat,Fifth Edition,55,Mint,English,,,,,,,,$0.00,Creature - Human,{3}{B},https://deckbox.org/system/images/mtg/cards/3876.jpg
1,0,Sengir Vampire,Magic 2014 Core Set,113,Mint,English,,,,,,,,$0.00,Creature - Vampire,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/370724.jpg
1,0,"Sengir, the Dark Baron",Commander Legends,149,Mint,English,foil,,,,,,,$0.00,Legendary Creature - Vampire Noble,{4}{B}{B},https://deckbox.org/system/images/mtg/cards/2015855.jpg
1,0,"Sengir, the Dark Baron",Commander Legends,149,Mint,English,,,,,,,,$0.00,Legendary Creature - Vampire Noble,{4}{B}{B},https://deckbox.org/system/images/mtg/cards/2015855.jpg
1,0,Senseless Rage,Shadows over Innistrad,180,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{R},https://deckbox.org/system/images/mtg/cards/409935.jpg
1,0,Sentinel of the Eternal Watch,Magic Origins,30,Mint,English,,,,,,,,$0.00,Creature - Giant Soldier,{5}{W},https://deckbox.org/system/images/mtg/cards/398659.jpg
1,0,Sentinel of the Pearl Trident,Dominaria,65,Mint,English,,,,,,,,$0.00,Creature - Merfolk Soldier,{4}{U},https://deckbox.org/system/images/mtg/cards/442953.jpg
1,0,Sentinel Sliver,Magic 2014 Core Set,30,Near Mint,English,,,,,,,,$0.00,Creature - Sliver,{1}{W},https://deckbox.org/system/images/mtg/cards/370813.jpg
1,0,Sentinel Spider,Commander Legends,253,Mint,English,,,,,,,,$0.00,Creature - Spider,{3}{G}{G},https://deckbox.org/system/images/mtg/cards/2015959.jpg
1,0,Sentinel Totem,Ixalan,245,Mint,English,,,,,,,,$0.00,Artifact,{1},https://deckbox.org/system/images/mtg/cards/435404.jpg
2,0,"Sephara, Sky's Blade",Core Set 2020,36,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Angel,{4}{W}{W}{W},https://deckbox.org/system/images/mtg/cards/466790.jpg
1,0,Septic Rats,Mirrodin Besieged,55,Mint,English,,,,,,,,$0.00,Creature - Rat,{1}{B}{B},https://deckbox.org/system/images/mtg/cards/213748.jpg
1,0,Sepulchral Primordial,Zendikar Rising Commander,54,Mint,English,,,,,,,,$0.00,Creature - Avatar,{5}{B}{B},https://deckbox.org/system/images/mtg/cards/2015151.jpg
1,0,Sequence Engine,Commander 2021,67,Mint,English,,,,,,,,$0.00,Artifact,{2}{G},https://deckbox.org/system/images/mtg/cards/2018510.jpg
5,1,Sequestered Stash,Kaladesh,248,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/417821.jpg
1,0,Seraph of Dawn,Commander Legends,44,Mint,English,,,,,,,,$0.00,Creature - Angel,{2}{W}{W},https://deckbox.org/system/images/mtg/cards/2015750.jpg
1,0,Seraph of the Suns,Amonkhet,28,Mint,English,,,,,,,,$0.00,Creature - Angel,{5}{W}{W},https://deckbox.org/system/images/mtg/cards/426730.jpg
2,0,Seraph Sanctuary,Avacyn Restored,228,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/240175.jpg
2,0,Seraph Sanctuary,Avacyn Restored,228,Near Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/240175.jpg
3,0,Serene Steward,Battle for Zendikar,46,Mint,English,,,,,,,,$0.00,Creature - Human Cleric Ally,{1}{W},https://deckbox.org/system/images/mtg/cards/402028.jpg
1,0,Serpent of the Endless Sea,Magic 2010,70,Mint,English,,,,,,,,$0.00,Creature - Serpent,{4}{U},https://deckbox.org/system/images/mtg/cards/190169.jpg
1,0,Serpent of Yawning Depths,Theros Beyond Death,291,Mint,English,,,,,,,,$0.00,Enchantment Creature  - Serpent,{4}{U}{U},https://deckbox.org/system/images/mtg/cards/479049.jpg
1,0,Serpent's Soul-Jar,Kaldheim Commander,11,Mint,English,,,,,,,,$0.00,Artifact,{2}{B},https://deckbox.org/system/images/mtg/cards/508157.jpg
1,0,Serpentine Curve,Strixhaven: School of Mages,52,Mint,English,,,,,,,,$0.00,Sorcery,{3}{U},https://deckbox.org/system/images/mtg/cards/2017987.jpg
1,0,Serra Angel,Dominaria,33,Mint,English,,,,,,,,$0.00,Creature - Angel,{3}{W}{W},https://deckbox.org/system/images/mtg/cards/442921.jpg
1,0,Serra Avatar,Commander 2018,73,Near Mint,English,,,,,,,,$0.00,Creature - Avatar,{4}{W}{W}{W},https://deckbox.org/system/images/mtg/cards/451028.jpg
1,0,Serra Avatar,Commander 2018,73,Mint,English,,,,,,,,$0.00,Creature - Avatar,{4}{W}{W}{W},https://deckbox.org/system/images/mtg/cards/451028.jpg
1,0,Serra Disciple,Dominaria,34,Mint,English,,,,,,,,$0.00,Creature - Bird Cleric,{1}{W},https://deckbox.org/system/images/mtg/cards/442922.jpg
1,0,Serra's Guardian,Core Set 2020,310,Near Mint,English,,,,,,,,$0.00,Creature - Angel,{4}{W}{W},https://deckbox.org/system/images/mtg/cards/469863.jpg
1,0,Serrated Scorpion,Ikoria: Lair of Behemoths,99,Mint,English,,,,,,,,$0.00,Creature - Scorpion,{B},https://deckbox.org/system/images/mtg/cards/2011620.jpg
1,0,Serum Raker,Mirrodin Besieged,31,Mint,English,,,,,,,,$0.00,Creature - Drake,{2}{U}{U},https://deckbox.org/system/images/mtg/cards/213780.jpg
1,0,Serum Visions,Commander 2021,129,Mint,English,,,,,,,,$0.00,Sorcery,{U},https://deckbox.org/system/images/mtg/cards/2018572.jpg
1,0,Servant of Tymaret,Born of the Gods,82,Near Mint,English,,,,,,,,$0.00,Creature - Zombie,{2}{B},https://deckbox.org/system/images/mtg/cards/378454.jpg
1,0,Servant of Volrath,Tempest,50,Mint,English,,,,,,,,$0.00,Creature - Minion,{2}{B},https://deckbox.org/system/images/mtg/cards/4685.jpg
2,0,Setessan Battle Priest,Theros,29,Mint,English,,,,,,,,$0.00,Creature - Human Cleric,{1}{W},https://deckbox.org/system/images/mtg/cards/373515.jpg
1,0,Setessan Champion,Theros Beyond Death,198,Mint,English,,,,,,,,$0.00,Creature  - Human Warrior,{2}{G},https://deckbox.org/system/images/mtg/cards/476449.jpg
1,0,Setessan Oathsworn,Born of the Gods,138,Mint,English,,,,,,,,$0.00,Creature - Satyr Warrior,{1}{G}{G},https://deckbox.org/system/images/mtg/cards/378510.jpg
2,0,Settle the Wreckage,Ixalan,34,Mint,English,,,,,,,,$0.00,Instant,{2}{W}{W},https://deckbox.org/system/images/mtg/cards/435186.jpg
8,1,Seven Dwarves,Throne of Eldraine,141,Mint,English,,,,,,,,$0.00,Creature - Dwarf,{1}{R},https://deckbox.org/system/images/mtg/cards/2005381.jpg
1,0,Sever the Bloodline,Modern Masters 2017 Edition,84,Near Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},https://deckbox.org/system/images/mtg/cards/425909.jpg
1,0,Severed Legion,Onslaught,166,Mint,English,,,,,,,,$0.00,Creature - Zombie,{1}{B}{B},https://deckbox.org/system/images/mtg/cards/13204.jpg
1,0,Severed Legion,Tenth Edition,177,Mint,English,,,,,,,,$0.00,Creature - Zombie,{1}{B}{B},https://deckbox.org/system/images/mtg/cards/129693.jpg
1,0,Severed Strands,Guilds of Ravnica,85,Mint,English,,,,,,,,$0.00,Sorcery,{1}{B},https://deckbox.org/system/images/mtg/cards/452835.jpg
4,2,Sevinne's Reclamation,Commander 2019,5,Mint,English,,,,,,,,$0.00,Sorcery,{2}{W},https://deckbox.org/system/images/mtg/cards/470551.jpg
4,3,"Sevinne, the Chronoclasm",Commander 2019,49,Mint,English,,,,,,,,$0.00,Legendary Creature - Human Wizard,{2}{U}{R}{W},https://deckbox.org/system/images/mtg/cards/470595.jpg
1,0,"Shabraz, the Skyshark",Commander 2020,14,Mint,English,,,,,,,,$0.00,Legendary Creature - Shark Bird,{3}{W}{U},https://deckbox.org/system/images/mtg/cards/2012011.jpg
1,0,Shacklegeist,Core Set 2021,70,Mint,English,,,,,,,,$0.00,Creature - Spirit,{1}{U},https://deckbox.org/system/images/mtg/cards/2012516.jpg
1,0,Shackles of Treachery,Kaldheim,150,Mint,English,,,,,,,,$0.00,Sorcery,{2}{R},https://deckbox.org/system/images/mtg/cards/2016943.jpg
1,0,Shade's Breath,Onslaught,167,Near Mint,English,,,,,,,,$0.00,Instant,{1}{B},https://deckbox.org/system/images/mtg/cards/41279.jpg
1,0,Shade's Form,Torment,81,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{B}{B},https://deckbox.org/system/images/mtg/cards/23043.jpg
2,0,Shadow Alley Denizen,Gatecrash,76,Mint,English,,,,,,,,$0.00,Creature - Vampire Rogue,{B},https://deckbox.org/system/images/mtg/cards/366307.jpg
1,0,Shadow Guildmage,Mirage,38,Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{B},https://deckbox.org/system/images/mtg/cards/3309.jpg
1,0,Shadow Rift,Tempest,86,Mint,English,,,,,,,,$0.00,Instant,{U},https://deckbox.org/system/images/mtg/cards/4725.jpg
1,0,Shadow Sliver,Time Spiral,76,Mint,English,,,,,,,,$0.00,Creature - Sliver,{2}{U},https://deckbox.org/system/images/mtg/cards/108797.jpg
1,0,Shadow Stinger,Zendikar Rising,123,Mint,English,,,,,,,,$0.00,Creature - Vampire Rogue,{2}{B},https://deckbox.org/system/images/mtg/cards/2014659.jpg
1,0,Shadowblood Ridge,Commander 2016,325,Near Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/420942.jpg
1,0,Shadowblood Ridge,Commander 2020,309,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/2012306.jpg
1,0,Shadowblood Ridge,Odyssey,326,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/29794.jpg
1,0,Shadowborn Demon,Magic 2014 Core Set,115,Mint,English,,,,,,,,$0.00,Creature - Demon,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/370655.jpg
1,0,Shadowfeed,Shards of Alara,86,Mint,English,,,,,,,,$0.00,Instant,{B},https://deckbox.org/system/images/mtg/cards/177473.jpg
1,0,Shadowmage Infiltrator,Masters 25,217,Near Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{1}{U}{B},https://deckbox.org/system/images/mtg/cards/442206.jpg
1,0,Shadows of the Past,Duel Decks: Nissa vs. Ob Nixilis,60,Mint,English,,,,,,,,$0.00,Enchantment,{1}{B},https://deckbox.org/system/images/mtg/cards/417483.jpg
1,0,Shadows of the Past,Magic Origins,118,Mint,English,,,,,,,,$0.00,Enchantment,{1}{B},https://deckbox.org/system/images/mtg/cards/398522.jpg
1,0,Shadows of the Past,Magic Origins,118,Near Mint,English,,,,,,,,$0.00,Enchantment,{1}{B},https://deckbox.org/system/images/mtg/cards/398522.jpg
1,0,Shadows' Verdict,Zendikar Rising,124,Mint,English,,,,,,,,$0.00,Sorcery,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/2014660.jpg
1,0,Shadowstorm Vizier,Amonkhet,206,Mint,English,,,,,,,,$0.00,Creature - Human Cleric,{U}{B},https://deckbox.org/system/images/mtg/cards/426908.jpg
1,0,Shake the Foundations,Rivals of Ixalan,113,Near Mint,English,,,,,,,,$0.00,Instant,{2}{R},https://deckbox.org/system/images/mtg/cards/439770.jpg
1,0,"Shalai, Voice of Plenty",Dominaria,35,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Angel,{3}{W},https://deckbox.org/system/images/mtg/cards/442923.jpg
1,0,Shaleskin Plower,Legions,110,Mint,English,,,,,,,,$0.00,Creature - Beast,{3}{R},https://deckbox.org/system/images/mtg/cards/44282.jpg
1,0,Shaman en-Kor,Stronghold,115,Near Mint,English,,,,,,,,$0.00,Creature - Kor Cleric Shaman,{1}{W},https://deckbox.org/system/images/mtg/cards/5220.jpg
1,0,Shaman of the Pack,Kaldheim Commander,92,Mint,English,,,,,,,,$0.00,Creature - Elf Shaman,{1}{B}{G},https://deckbox.org/system/images/mtg/cards/508382.jpg
2,0,Shamanic Revelation,Commander 2019,180,Mint,English,,,,,,,,$0.00,Sorcery,{3}{G}{G},https://deckbox.org/system/images/mtg/cards/470726.jpg
1,0,Shamanic Revelation,Commander 2021,206,Mint,English,,,,,,,,$0.00,Sorcery,{3}{G}{G},https://deckbox.org/system/images/mtg/cards/2018649.jpg
1,0,Shamanic Revelation,Fate Reforged,138,Mint,English,,,,,,,,$0.00,Sorcery,{3}{G}{G},https://deckbox.org/system/images/mtg/cards/391918.jpg
2,0,Shamble Back,Shadows over Innistrad,134,Mint,English,,,,,,,,$0.00,Sorcery,{B},https://deckbox.org/system/images/mtg/cards/409884.jpg
1,0,Shambling Ghoul,Battlebond,159,Mint,English,,,,,,,,$0.00,Creature - Zombie,{1}{B},https://deckbox.org/system/images/mtg/cards/446127.jpg
1,0,Shambling Goblin,Dragons of Tarkir,118,Mint,English,,,,,,,,$0.00,Creature - Zombie Goblin,{B},https://deckbox.org/system/images/mtg/cards/394689.jpg
1,0,Shambling Remains,Duel Decks: Speed vs. Cunning,12,Mint,English,,,,,,,,$0.00,Creature - Zombie Horror,{1}{B}{R},https://deckbox.org/system/images/mtg/cards/386364.jpg
1,0,Shambling Remains,Conflux,124,Near Mint,English,,,,,,,,$0.00,Creature - Zombie Horror,{1}{B}{R},https://deckbox.org/system/images/mtg/cards/184991.jpg
1,0,Shambling Shell,Ravnica: City of Guilds,230,Mint,English,,,,,,,,$0.00,Creature - Plant Zombie,{1}{B}{G},https://deckbox.org/system/images/mtg/cards/89021.jpg
2,0,Shambling Suit,Throne of Eldraine,230,Mint,English,,,,,,,,$0.00,Artifact Creature - Construct,{3},https://deckbox.org/system/images/mtg/cards/2005470.jpg
2,0,"Shanna, Sisay's Legacy",Dominaria,204,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Human Warrior,{G}{W},https://deckbox.org/system/images/mtg/cards/443092.jpg
1,0,Shape of the Wiitigo,Coldsnap,120,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{3}{G}{G}{G},https://deckbox.org/system/images/mtg/cards/122073.jpg
1,0,Shaper Apprentice,Ixalan,75,Mint,English,,,,,,,,$0.00,Creature - Merfolk Wizard,{1}{U},https://deckbox.org/system/images/mtg/cards/435228.jpg
2,0,Shapers of Nature,Ixalan,228,Mint,English,,,,,,,,$0.00,Creature - Merfolk Shaman,{1}{G}{U},https://deckbox.org/system/images/mtg/cards/435384.jpg
1,0,Shard of Broken Glass,Shadows over Innistrad,262,Mint,English,,,,,,,,$0.00,Artifact - Equipment,{1},https://deckbox.org/system/images/mtg/cards/410029.jpg
1,0,Shard Phoenix,Ninth Edition,217,Near Mint,English,,,,,,,,$0.00,Creature - Phoenix,{4}{R},https://deckbox.org/system/images/mtg/cards/83410.jpg
1,0,Sharding Sphinx,Commander 2018,101,Near Mint,English,,,,,,,,$0.00,Artifact Creature - Sphinx,{4}{U}{U},https://deckbox.org/system/images/mtg/cards/451056.jpg
1,0,Sharding Sphinx,Commander 2018,101,Mint,English,,,,,,,,$0.00,Artifact Creature - Sphinx,{4}{U}{U},https://deckbox.org/system/images/mtg/cards/451056.jpg
1,0,Shared Animosity,Commander 2020,158,Mint,English,,,,,,,,$0.00,Enchantment,{2}{R},https://deckbox.org/system/images/mtg/cards/2012155.jpg
2,0,Shared Discovery,Rise of the Eldrazi,87,Mint,English,,,,,,,,$0.00,Sorcery,{U},https://deckbox.org/system/images/mtg/cards/194950.jpg
1,0,Sharktocrab,Ravnica Allegiance,206,Mint,English,,,,,,,,$0.00,Creature - Fish Octopus Crab,{2}{G}{U},https://deckbox.org/system/images/mtg/cards/457350.jpg
1,0,Sharuum the Hegemon,Commander 2013,212,Near Mint,English,,,,,,,,$0.00,Legendary Artifact Creature - Sphinx,{3}{W}{U}{B},https://deckbox.org/system/images/mtg/cards/376497.jpg
1,0,Shattered Dreams,Fifth Dawn,59,Near Mint,English,,,,,,,,$0.00,Sorcery,{B},https://deckbox.org/system/images/mtg/cards/51092.jpg
2,0,Shattered Perception,Dark Ascension,104,Mint,English,,,,,,,,$0.00,Sorcery,{2}{R},https://deckbox.org/system/images/mtg/cards/254058.jpg
1,0,Shattergang Brothers,Commander 2013,213,Mint,English,,,,,,,,$0.00,Legendary Creature - Goblin Artificer,{1}{B}{R}{G},https://deckbox.org/system/images/mtg/cards/376498.jpg
1,0,Shattering Blow,Gatecrash,225,Mint,English,,,,,,,,$0.00,Instant,{1}{RW},https://deckbox.org/system/images/mtg/cards/366331.jpg
1,0,Shattering Pulse,Exodus,102,Near Mint,English,,,,,,,,$0.00,Instant,{1}{R},https://deckbox.org/system/images/mtg/cards/5221.jpg
1,0,Shattering Spree,Guilds of Ravnica Guild Kit,34,Mint,English,,,,,,,,$0.00,Sorcery,{R},https://deckbox.org/system/images/mtg/cards/2003298.jpg
1,0,Shatterskull Charger,Zendikar Rising,159,Mint,English,,,,,,,,$0.00,Creature - Giant Warrior,{1}{R}{R},https://deckbox.org/system/images/mtg/cards/2014698.jpg
1,0,Shatterskull Minotaur,Zendikar Rising,160,Mint,English,,,,,,,,$0.00,Creature - Minotaur Warrior,{4}{R}{R},https://deckbox.org/system/images/mtg/cards/2014699.jpg
1,0,Shatterskull Recruit,Battle for Zendikar,155,Mint,English,,,,,,,,$0.00,Creature - Giant Warrior Ally,{3}{R}{R},https://deckbox.org/system/images/mtg/cards/402032.jpg
1,0,Shatterstorm,Revised Edition,175,Good (Lightly Played),English,,,,,,,,$0.00,Sorcery,{2}{R}{R},https://deckbox.org/system/images/mtg/cards/1317.jpg
1,0,"Shauku, Endbringer",Mirage,40,Mint,English,,,,,,,,$0.00,Legendary Creature - Vampire,{5}{B}{B},https://deckbox.org/system/images/mtg/cards/3311.jpg
2,0,Shefet Monitor,Amonkhet,186,Mint,English,,,,,,,,$0.00,Creature - Lizard,{5}{G},https://deckbox.org/system/images/mtg/cards/426888.jpg
1,0,Shell Shield,Zendikar Rising,79,Mint,English,,,,,,,,$0.00,Instant,{U},https://deckbox.org/system/images/mtg/cards/2014608.jpg
1,0,Shell Skulkin,Eventide,173,Mint,English,,,,,,,,$0.00,Artifact Creature - Scarecrow,{4},https://deckbox.org/system/images/mtg/cards/158297.jpg
1,0,Shelter,Eternal Masters,29,Mint,English,,,,,,,,$0.00,Instant,{1}{W},https://deckbox.org/system/images/mtg/cards/413571.jpg
1,0,Shelter,Modern Horizons,28,Mint,English,,,,,,,,$0.00,Instant,{1}{W},https://deckbox.org/system/images/mtg/cards/463977.jpg
2,0,Shelter,Odyssey,46,Mint,English,,,,,,,,$0.00,Instant,{1}{W},https://deckbox.org/system/images/mtg/cards/30761.jpg
1,0,Sheltering Light,Ixalan,35,Mint,English,,,,,,,,$0.00,Instant,{W},https://deckbox.org/system/images/mtg/cards/435187.jpg
1,0,Sheltering Word,Avacyn Restored,192,Mint,English,,,,,,,,$0.00,Instant,{1}{G},https://deckbox.org/system/images/mtg/cards/240004.jpg
1,0,Shenanigans,Modern Horizons,146,Near Mint,English,,,,,,,,$0.00,Sorcery,{1}{R},https://deckbox.org/system/images/mtg/cards/464095.jpg
1,0,Shepherd of Heroes,Zendikar Rising,38,Mint,English,,,,,,,,$0.00,Creature - Angel Cleric,{4}{W},https://deckbox.org/system/images/mtg/cards/2014562.jpg
1,0,Shepherd of Rot,Onslaught,168,Near Mint,English,,,,,,,,$0.00,Creature - Zombie Cleric,{1}{B},https://deckbox.org/system/images/mtg/cards/39464.jpg
1,0,Shepherd of the Cosmos,Kaldheim,28,Mint,English,,,,,,,,$0.00,Creature - Angel Warrior,{4}{W}{W},https://deckbox.org/system/images/mtg/cards/2016815.jpg
1,0,Shepherd of the Flock // Usher to Safety,Throne of Eldraine,28,Mint,English,,,,,,,,$0.00,Creature - Human Peasant // Instant - Adventure,{1}{W},https://deckbox.org/system/images/mtg/cards/2005268.jpg
1,0,Shield of the Avatar,Magic 2015 Core Set,230,Mint,English,,,,,,,,$0.00,Artifact - Equipment,{1},https://deckbox.org/system/images/mtg/cards/383378.jpg
1,0,Shield of the Realm,Dominaria,228,Mint,English,,,,,,,,$0.00,Artifact - Equipment,{2},https://deckbox.org/system/images/mtg/cards/443116.jpg
1,0,Shielded by Faith,Commander 2015,8,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{W}{W},https://deckbox.org/system/images/mtg/cards/405375.jpg
1,0,Shielding Plax,Dissension,147,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{GU},https://deckbox.org/system/images/mtg/cards/97084.jpg
1,0,Shields of Velis Vel,Lorwyn,39,Near Mint,English,,,,,,,,$0.00,Tribal Instant - Shapeshifter,{W},https://deckbox.org/system/images/mtg/cards/139411.jpg
1,0,Shifting Loyalties,Fate Reforged,51,Mint,English,,,,,,,,$0.00,Sorcery,{5}{U},https://deckbox.org/system/images/mtg/cards/391919.jpg
1,0,Shifting Sky,Planeshift,32,Near Mint,English,,,,,,,,$0.00,Enchantment,{2}{U},https://deckbox.org/system/images/mtg/cards/26290.jpg
1,0,Shifting Sliver,Legions,52,Mint,English,,,,,,,,$0.00,Creature - Sliver,{3}{U},https://deckbox.org/system/images/mtg/cards/42078.jpg
1,0,Shifting Wall,Stronghold,134,Mint,English,,,,,,,,$0.00,Artifact Creature - Wall,{X},https://deckbox.org/system/images/mtg/cards/5222.jpg
1,0,Shimmer,Mirage,92,Near Mint,English,,,,,,,,$0.00,Enchantment,{2}{U}{U},https://deckbox.org/system/images/mtg/cards/3363.jpg
2,0,Shimmer Dragon,Throne of Eldraine,317,Mint,English,,,,,,,,$0.00,Creature - Dragon,{4}{U}{U},https://deckbox.org/system/images/mtg/cards/2005557.jpg
1,0,Shimmer Myr,Commander Legends,339,Mint,English,,,,,,,,$0.00,Artifact Creature - Myr,{3},https://deckbox.org/system/images/mtg/cards/2016045.jpg
3,0,Shimmerdrift Vale,Kaldheim,267,Mint,English,,,,,,,,$0.00,Snow Land,"",https://deckbox.org/system/images/mtg/cards/2017068.jpg
1,0,Shimmering Glasskite,Betrayers of Kamigawa,51,Near Mint,English,,,,,,,,$0.00,Creature - Spirit,{3}{U},https://deckbox.org/system/images/mtg/cards/81978.jpg
1,0,Shimmering Grotto,Iconic Masters,248,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/2000635.jpg
1,0,Shimmering Wings,Tempest,87,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{U},https://deckbox.org/system/images/mtg/cards/4726.jpg
1,0,Shimmering Wings,Tenth Edition,107,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{U},https://deckbox.org/system/images/mtg/cards/129553.jpg
1,0,Shimmerwing Chimera,Theros Beyond Death,64,Mint,English,,,,,,,,$0.00,Enchantment Creature  - Chimera,{3}{U},https://deckbox.org/system/images/mtg/cards/476315.jpg
1,0,Shinechaser,Throne of Eldraine,201,Mint,English,,,,,,,,$0.00,Creature - Faerie,{1}{W}{U},https://deckbox.org/system/images/mtg/cards/2005441.jpg
3,0,Shinewend,Morningtide,23,Mint,English,,,,,,,,$0.00,Creature - Elemental,{1}{W},https://deckbox.org/system/images/mtg/cards/152659.jpg
1,0,Shining Armor,Throne of Eldraine,29,Mint,English,,,,,,,,$0.00,Artifact - Equipment,{1}{W},https://deckbox.org/system/images/mtg/cards/2005269.jpg
2,1,Shiny Impetus,Commander 2020,55,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{R},https://deckbox.org/system/images/mtg/cards/2012052.jpg
1,0,Shipbreaker Kraken,Commander Legends,404,Mint,English,,,,,,,,$0.00,Creature - Kraken,{4}{U}{U},https://deckbox.org/system/images/mtg/cards/2016110.jpg
1,0,Shipbreaker Kraken,Theros,63,Near Mint,English,,,,,,,,$0.00,Creature - Kraken,{4}{U}{U},https://deckbox.org/system/images/mtg/cards/373637.jpg
1,0,Shipwreck Moray,Aether Revolt,45,Mint,English,,,,,,,,$0.00,Creature - Fish,{3}{U},https://deckbox.org/system/images/mtg/cards/423712.jpg
1,0,Shipwreck Singer,Theros,203,Near Mint,English,,,,,,,,$0.00,Creature - Siren,{U}{B},https://deckbox.org/system/images/mtg/cards/373702.jpg
1,0,"Shirei, Shizo's Caretaker",Ultimate Masters,112,Mint,English,,,,,,,,$0.00,Legendary Creature - Spirit,{4}{B},https://deckbox.org/system/images/mtg/cards/2003512.jpg
1,0,Shivan Dragon,Magic 2014 Core Set,154,Near Mint,English,,,,,,,,$0.00,Creature - Dragon,{4}{R}{R},https://deckbox.org/system/images/mtg/cards/370825.jpg
1,0,Shivan Harvest,Invasion,167,Mint,English,,,,,,,,$0.00,Enchantment,{1}{R},https://deckbox.org/system/images/mtg/cards/23091.jpg
1,0,Shivan Reef,Commander 2020,310,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/2012307.jpg
1,0,Shivan Reef,Commander 2021,316,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/2018759.jpg
1,0,Shivan Reef,Apocalypse,142,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/23250.jpg
1,0,Shivan Wumpus,Planar Chaos,121,Mint,English,,,,,,,,$0.00,Creature - Beast,{3}{R},https://deckbox.org/system/images/mtg/cards/124445.jpg
1,0,Shivan Wurm,Planeshift,124,Near Mint,English,,,,,,,,$0.00,Creature - Wurm,{3}{R}{G},https://deckbox.org/system/images/mtg/cards/25924.jpg
1,0,Shore Keeper,Ixalan,77,Mint,English,,,,,,,,$0.00,Creature - Trilobite,{U},https://deckbox.org/system/images/mtg/cards/435230.jpg
1,0,Shore Snapper,Shards of Alara,87,Mint,English,,,,,,,,$0.00,Creature - Beast,{2}{B},https://deckbox.org/system/images/mtg/cards/175390.jpg
1,0,Shorecrasher Elemental,Dragons of Tarkir,73,Mint,English,,,,,,,,$0.00,Creature - Elemental,{U}{U}{U},https://deckbox.org/system/images/mtg/cards/394693.jpg
1,0,Shoreline Ranger,Masters 25,72,Mint,English,,,,,,,,$0.00,Creature - Bird Soldier,{5}{U},https://deckbox.org/system/images/mtg/cards/442061.jpg
1,0,Shoreline Salvager,Worldwake,67,Mint,English,,,,,,,,$0.00,Creature - Surrakar,{3}{B},https://deckbox.org/system/images/mtg/cards/197877.jpg
1,0,Show of Valor,Core Set 2020,311,Mint,English,,,,,,,,$0.00,Instant,{1}{W},https://deckbox.org/system/images/mtg/cards/469864.jpg
1,0,Showdown of the Skalds,Kaldheim,229,Mint,English,,,,,,,,$0.00,Enchantment - Saga,{2}{R}{W},https://deckbox.org/system/images/mtg/cards/2017026.jpg
1,0,Shower of Sparks,Urza's Saga,217,Near Mint,English,,,,,,,,$0.00,Instant,{R},https://deckbox.org/system/images/mtg/cards/5545.jpg
1,0,Showstopper,Dragon's Maze,102,Mint,English,,,,,,,,$0.00,Instant,{1}{B}{R},https://deckbox.org/system/images/mtg/cards/368945.jpg
1,0,Shrapnel Blast,Mirrodin,106,Mint,English,,,,,,,,$0.00,Instant,{1}{R},https://deckbox.org/system/images/mtg/cards/49835.jpg
1,0,Shrewd Negotiation,Kaladesh,64,Mint,English,,,,,,,,$0.00,Sorcery,{4}{U},https://deckbox.org/system/images/mtg/cards/417637.jpg
